,Title,Category,Keywords
174,The Empty Grave of Comrade Bishop,2,powers whereabouts grave bishop seven remains unknown role shaping comrade washington revolutionary series
175,‘The Empty Grave of Comrade Bishop’: Podcast episode guide,2,bodies told grave podcast bishop remains guide comrade grenada know calivigny bishops episode
176,Read Perry Bacon Jr.'s live chat - The Washington Post,2,questions perry readers read bacon submit week jrs washington post live start question politics chat page
177,"Election 2024: The Post’s Political Roundtable with Ashley Parker, Brianna Tucker and Marianne LeVine",2,campaign president tucker sullivan roundtable election brianna political speaker sean tries parker whats posts levine marianne trail trump ashley
178,Republican Maloy wins special House election for Utah’s 2nd District,2,according house district stewart wifes election special 2nd republican utahs wrote maloy wins
179,Utah 2nd District special election results 2023 live updates,2,state district swath 2023 wifes election special utah stepped updates results 2nd live republican whip utahs stewart
180,GOP official’s wife convicted in months-long 2020 voter-fraud scheme,2,according scheme voterfraud wife jeremy monthslong gop county ballots voter iowa kim phuong convicted 2020 taylor officials
181,Democrats accuse X of profiting off misinformation in Israel-Gaza war,2,profiting propaganda terrorist lawmakers democrats letter hamas company media matters misinformation war x accuse israelgaza content
182,The far right toppled McCarthy over spending. What has it gotten them?,2,republicans house pass votes speaker senate gop far johnson spending cuts toppled gotten mccarthy right
183,How the surge in migration to the U.S. might affect 2024,2,migration hispanics population immigration increase counties voters surge affect 2020 border right 2024 hispanic
184,"Iowa evangelical leader Bob Vander Plaats endorses DeSantis, knocks Trump",2,evangelical bob vander knocks plaats desantis gop trumps endorsement iowa leader trump leaders plaatss endorses
185,Many now see Haley as Trump’s top GOP challenger. She faces hurdles ahead.,2,campaign hampshire state challenger haley desantis gop christie faces trumps iowa voters hurdles ahead trump support
186,Dean Phillips supporters launch ads attacking Biden’s electability,2,campaign winning biden president presidential hampshire phillips electability ads launch supporters attacking dean kennedy bidens trump spots
187,Georgia judge orders new bond agreement for Trump co-defendant Harrison Floyd,2,case willis codefendant agreement harrison georgia bond election judge social media trumps floyd trump floyds orders fulton
188,Colorado judge who ruled Trump incited Jan. 6 is latest to blame him,2,blame district president certification judge trumps ruled colorado incited violence capitol trump jan latest
189,I have too many friends. I can’t keep up! Carolyn Hax readers advise.,2,readers advise say touch husband group hax butterflied start social week carolyn thats cant friends
190,Ask Amy: I have a distant relationship with my ‘self-indulgent’ mom,2,marriage ask distant way mother behavior stop im mom parents little help amy relationship selfindulgent
191,Miss Manners: My friend’s husband told me I wear too much makeup,2,told husband makeup sure miss manners b taking send host wear scenario dont response friends
192,"I have chronic fatigue syndrome, and my young daughter is exhausting",2,family cfs syndrome young fatigue child fun daughter chronic morning work win exhausting begin meetings battles
193,Ask Elaine: He worries dealing with trauma will hurt our relationship,2,elaine ask partner trauma worries love needs dealing work therapist help relationship boyfriend hurt healing
194,6 tips for a healthy Thanksgiving: The week in Well+Being,2,read wellbeing thanksgiving going feel week healthy tips kale morning joy turkey workout thanks
195,Lead poisoning from fruit pouches affects more kids. Here’s what to know.,2,heres lead poisoning fruit children puree levels cinnamon eating affects know pouches kids food
196,What a mystery illness in dogs could mean for holiday pet care,2,oregon illness care dog cavanagh holiday mean day disease dont mystery respiratory dogs pet veterinary
197,Why are periods so hush-hush? A film takes on the stigma of menstruation.,2,hushhush cycle takes film thing stigma period world women menstruation tampon month periods talking
198,Why does kale upset my stomach?,2,fiber high does stomach upset insoluble rfos thyroid k kale eating soluble
199,"AI can’t write my books yet, but it still took my author photos",2,books ive images actors face author books3 photos ai write writers thats doing cant used took
200,"New works of fantasy by Kij Johnson, Gene Wolfe and Terry Pratchett",2,works novella fiction fantasy gene pratchett named johnson vellitt world toad johnsons wolfe terry written kij
201,Book review: ‘The Death of a Jaybird’ by Jodi M. Savage,2,savage book writing jaybird review m grandmother essays mothers jodi life death black relationship grandmothers grief
202,The Book of Ayn by Lexi Freiman book review,2,paradox book group lexi canceled review friend younger freiman ayn joke rand anna shes
203,Fiction writers are learning the tricks of true crime,2,crime tricks fiction novel michael truecrime ola podcast true women learning writers josie list
204,These baby turtle eggs were going to be ‘bar snacks.’ Watch the hatchlings return to the sea.,2,watch hatchlings baby sea poachers snacks going return coast costa punta turtle bar eggs ricas turtles local
205,The fridge hack that can slash your food waste,2,perishable slash zhao waste fruits eat fridge items vegetables refrigerator hack food
206,"The many contrasts of oil-rich UAE, host of the global climate talks",2,emissions contrasts adnoc talks oilrich host company climate city energy fossil oil carbon uae global
207,"Oil spill tops 1 million gallons, threatens Gulf of Mexico wildlife",2,taylor wildlife gallons pass coast spill million gulf threatens tops main oil guard pipeline mexico
208,States must target transportation carbon emission cuts under new federal rule,2,transportation rule state emissions highway administration set states cuts emission federal target infrastructure carbon
209,"Thanksgiving snowstorm to blanket Rockies, including Denver",2,west snowstorm wyoming thanksgiving denver plains western snow including rockies blanket inches totals colorado storm
210,Soaking Mid-Atlantic storm brings drought relief,2,region rain soaking drought precipitation midatlantic rainfall brings inches tuesdays totals day average storm relief fell
211,A city-by-city look at where weather could delay Thanksgiving travel,2,night rain look thanksgiving weather highs citybycity travel snow inches storm showers delay
212,"Why it’s so hot in Brazil, where a Taylor Swift concertgoer died",2,rio taylor swift brazil hot climate temperatures died heat dew humidity high degrees concertgoer
213,Americans turn to faxes to reach elected officials about the war,2,officials past turn elected send offices number site week calls reach war fax americans ceasefire faxes
214,Five technology products we regret buying,2,products headphones product wireless bought technology tech buying regret help colleague pet coffee using
215,Do you talk more like a millennial or a boomer at work? Take this quiz to find out.,2,text talk boomer youre send millennial continues quiz work advertisement day colleague message project
216,Elon Musk says SpaceX will soon be ready for third flight of Starship,2,ready commercial soon faa spacex spacecraft elon starship booster rocket months flight space musk
217,"Decades before OpenAI ousted Sam Altman, Apple left Steve Jobs behind",2,apples told power left sam company executive board ousted openai jobs apple wrote steve altman decades sculley
218,"Louisville bank shooter killed 5 people to highlight gun laws, police report shows",2,bank easy shooting rifle sturgeon highlight report laws victims shooter violence shows wrote killed louisville gun politicians
219,Loosening restrictions on marijuana may not be boon for reform,2,boon marijuana loosening restrictions cannabis drugs research drug substance reform federal rescheduling schedule
220,A couple and their dog were weeks into a sailing trip. Then the engine died.,2,trip husband told water helicopter dog engine coast sailing bandit vessel cook weeks died couple guard peer
221,Four inmates escaped from a Georgia jail. A 33-day manhunt ensued.,2,ensued manhunt escaped later enforcement investigators davis escape oct jail inmates williams 33day georgia went
222,"Holly Maguigan, who gave battered women a defense in court, dies at 78",2,husband court law lawyer maguigan gave lawyers victims defense domesticviolence dies women battered 78 ms holly violence
223,A growing global footprint for China’s space program worries Pentagon,2,global bolivia china ground countrys worries satellites chinese chinas pentagon program footprint satellite military space growing stations
224,Napoleon complex? The ‘little corporal’ was actually taller than average.,2,soldiers napoleon french corporal broers height bonaparte little average taller complex actually english gillray
225,North Korea says it launched a spy satellite: 5 things to know,2,koreas stages second reconnaissance korea north satellites spy launched rocket satellite know things stage
226,"Facing pressure in India, Netflix and Amazon back down on daring films",2,india pressure kashyap bjp hindu amazon daring films prime facing indian video streaming netflix political
227,Woman reunited with pet bird after paperwork glitch stranded it at airport,2,glitch airport force official charlie required stranded permits paperwork adlard reunited border pet woman bird thought
228,Each generation has its definitive movies. These are some of mine.,2,generational definitive gen films life women touchstones day age generation movies movie
229,Will ProPublica cross a picket line by publishing its next big scoop?,2,engelberg management propublica line machines union staffers publishing postgazette big newsrooms series labor scoop picket cross
230,Federal judges overturn Maryland handgun licensing law,2,overturn handgun law maryland court state laws ruling bruen judges federal gun licensing supreme
231,What’s open and closed for Thanksgiving across the D.C. region,2,region whats parking restrictions closed open thanksgiving transit closings schedules observance dc
232,An innovative program allows doctors to prescribe fruit and veggies,2,innovative doctors patients produce rx allows fruits fruit health medical program diabetes bread prescribe veggies food
233,PM Update: Cooler and still breezy through Thanksgiving,2,continue today thanksgiving weather update comment breezy northwest day cooler forecast breezes
234,The 36 best things to do in D.C. this weekend and next week,2,free best stouts 36 noon dec holiday week children music including lighting event things dc weekend
235,"The Capitals’ core is old, but kids are powering their hot streak",2,capitals players star young streak knew things play hot core powering caps old kids carbery think
236,The Capitals are surging. Just don’t look at their power play.,2,look capitals net zone power youre puck surging powerplay start need dont play
237,"Ben Olsen shook up a ‘nice, comfortable life’ in D.C. He’s glad he did.",2,comfortable ben coach dynamo nice olsen shook hes life glad washington regular houston good really dc season
238,Fact Checker,2,warranted eyewitness doubt caution checker hamas israeli reports fact pointed official initial
239,Biden yet again says Hamas beheaded babies. Has new evidence emerged?,2,soldiers biden emerged babies civilians beheaded beheadings hamas oct children israeli evidence
240,How to argue about politics this Thanksgiving,2,biden president father thanksgiving hunter hes washington republican voters argue trump politics business
241,Trump's poll image numbers have improved. But can it last?,2,numbers president recent improved presidency rating trumps approval poll image trump americans higher
242,How Democrats have soured on Israel,2,biden israel democrats israels strongly week poll showed month response soured
243,Polls show New Hampshire could decide Haley's chances against Trump,2,hampshire say haleys biden primary haley polls trumps poll voters trump decide chances
244,Democratic congresswoman Anna Eshoo won’t seek reelection in 2024,2,told congresswoman house district seek bills reelection companies anna eshoo california congress capitol democratic bill wont 2024
245,Polls show views souring on immigration and Democrats' handling of it,2,state polling souring immigration democrats handling poll york wall issue polls border views showed
246,A boom of ballot initiatives is reshaping this state’s democracy,2,state democracy leave care reshaping edmisten states bill nebraska voters sick paid initiatives boom ballot
247,Elon Musk provides yet another platform for far-right attacks,2,speech ads platform elon provides media matters extremist x rightwing farright attacks hogan content musk
248,White House joins the social media platform Threads,2,white joins threads house report platform social media x official comments musk
249,Here are the facts to prepare you for your Thanksgiving arguments,2,santos facts arguments prepare biden president charges thanksgiving thomas trial term federal trump committee
250,Dreams dying in a Texas city where immigrants fought for an education,2,high dreams court tyler children daca immigrants school city education dying leyva program parents undocumented texas fought
251,Appeals court decision could limit enforcement of Voting Rights Act,2,decision enforcement court appeals ruling circuit limit rights private act 8th voting supreme
252,Hispanic conservatives defend Univision amid backlash over Trump interview,2,amid defend senior backlash letter univision trumps network interview post trump conservatives univisions hispanic
253,Tracking the Trump investigations and where they stand,2,pleaded case tracking read election indicted stand continues conspiring trumps investigations advertisement trump
254,Appeals court suggests it may pare back Trump’s D.C. gag order,2,gag speech court case president appeals pare trumps order judges suggests trump witnesses dc
260,"Israel-Gaza war live updates Israel and Hamas agree to hostage release deal, 4-day pause in fighting",3,conflict history additional israel israels hamas fighting updates israeli gaza live release attack war hospital hostage israelgaza pause
264,"After Israel-Hamas deal, the agonizing wait for the release of captives",3,deal israelhamas captives according agonizing israel hostages hamas israeli gaza release war wait pause
265,"Inside the hard, circuitous route to a hostage release deal",3,deal hard route biden qatar israel hostages hamas gaza circuitous israeli release official hostage inside pause
266,Here’s what’s in the Israel-Hamas deal to pause fighting in Gaza,3,heres whats israelhamas deal conflict history additional israels hamas fighting gaza israeli attack hospital israelgaza pause
267,Altman’s polarizing past hints at OpenAI board’s reason for firing him,3,reason ceo past polarizing firing boards valley board company silicon altmans ai openai altman hints person
268,Sam Altman reinstated as OpenAI CEO with new board members,3,reinstated ceo members return sam board company ai openai openais altman chief summers
269,"Live updates Two people dead after car crashed, exploded on Rainbow Bridge, officials say",3,say wgrz crashed dead explosion vehicle exploded car investigation updates united live injured bridge rainbow border officials went
272,"Q&A: Ask The Post’s Aaron Hutcherson, Becky Krystal and more about Thanksgiving cooking",3,ask thanksgiving posts newsletter recipe comment wilson krystal hutcherson aaron post qa help cooking write recipes becky food
273,"Brine it, bag it, fry it, smoke it: A century of Thanksgiving turkeys",3,whats smoke fry theyve century thanksgiving bag course long brine reader quick turkey recipes recipe turkeys
274,The unexpected benefit of choosing a smaller portion at Thanksgiving,3,unexpected smaller plan leftovers throw choosing thanksgiving waste eat constantino portion plate turkey benefit food
275,"Single, no kids? Here’s who can handle your estate plans.",3,heres trust estate best plans children daughter attorney money handle need dont kids pet single
276,Nobody wanted Elvis the dog. Then a former Elvis impersonator saw him.,3,elvis dog saw left wanted shelter agron day post pup impersonator waiting adopted wilhelm
277,The newest TV shows and movies to stream right now,3,newest teen polaropposite stream tv walter princeton york series shows jackie brothers tries movies right rural
278,Why is Jon Hamm everyone everywhere all at once this year?,3,hamm character plays don american style draper hes little jon guy
279,"Promised pause in Gaza fighting brings relief, exhaustion, fear",3,days north fear fighting promised children provide gaza exhaustion brings israeli wounded hospital relief pause
280,How to be a financially savvy holiday shopper,3,shopper gifts savvy text financially youre sign holiday washington retail michelle season wont
281,"Forget Black Friday. Secondhand gifts are easier on the wallet, mind.",3,gifts buy wallet shopping easier best forget online secondhand change items clothes black used mind
282,Flaubert’s letters are as hilarious and humane as his best fiction,3,writing humane fiction flauberts god best friend hilarious style life wrote flaubert letters
283,Axl Rose accused of sexual assault in former model’s lawsuit,3,assault lawsuit models axl roses used rose york sexual room claims kennedy accused
284,Biden’s resistance to cease-fire could alienate youth voters in 2024,3,biden alienate young resistance michigan youth voters bidens vote war students ceasefire 2024
285,Avocados have destroyed my country — and It’s the United States’ fault - The Washington Post,3,uruapan mexican united washington states post opinion michoacán avocados country germany trade avocado fault destroyed
286,Need holiday conversation starters? Sign up for ‘Need an Opinion’ - The Washington Post,3,conversation talk impress running thanksgiving meeting sign holiday inlaws washington post office need starters opinion table stuck
287,At the heart of gag order case: Can free speech and a fair trial of Donald Trump co-exist? - The Washington Post,3,staff gag speech court case free trumps judge washington post order trial judges trump heart fair
288,Read Jennifer Rubin's live chat - The Washington Post,3,questions readers read rubins nov rubin online week washington post live transcript shell jennifer chat
289,Republicans rally to Elon Musk after self-inflicted antisemitism mess - The Washington Post,3,republicans white musks antisemitism rally carusone elon media washington post matters mess juxtapositions worldview x content selfinflicted musk
290,GOP primary candidates need to get serious as Democrats move left - The Washington Post,3,hard party democrats primary israel left gop serious hamas washington post gaza republican need war democratic candidates
291,Young Americans aren’t marrying. Politics helps explain why. - The Washington Post,3,ideological marriage arent marrying men young z gen explain washington post political women americans politics helps polarization
292,"60 years later, a Secret Service agent grapples with JFK assassination",3,service agent landis presidents later assassination president parkland head lady bullet trauma 60 room grapples secret kennedy jfk
293,"How the world reacted to news of JFK’s death, from Biden to Khrushchev",3,biden president kennedys radio dead reacted cold world khrushchev death war man jfks kennedy
294,"Two days after JFK’s assassination, the NFL played on",3,rozelle decision game president games days played nfl football wrote jfks assassination redskins weekend
295,"As Democrats push to ban caste discrimination, some Indian Americans object",3,caste push state democrats american newsom ban indian kapur object bill california discrimination democratic americans
296,U.S. Park Police officer shot in downtown D.C.,3,man park district streets wounded shot apartment homicides shooting officer dc downtown
297,"The NFL’s brief, forgotten experiment with Thanksgiving in St. Louis",3,coryell game dallas thanksgiving team cowboys nfls cardinals forgotten louis experiment brief season st
298,"In a season when so much is new, Commanders default to same old struggles",3,games teams default team washingtons play commanders washington focus win know old season struggles
299,The Detroit Lions are finally a force as Thanksgiving arrives,3,force arrives finally seed teams super thanksgiving team nfc detroit schatz wins season lions
300,"‘Saltburn’ seduces with every frame, but leaves you wanting more",3,oliver saltburn felixs frame felix leaves films fennells wanting oxford hes seduces good fennell
301,The Madstone by Elizabeth Crook book review,3,book long young elizabeth madstone review crook hes tot nell benjamin texas things shes
302,Napoleon who? Ridley Scott biopic leaves a void at its center.,3,working napoleon center french david leaves bonaparte comes biopic scott leader staroutline josephine ridley void
303,Episode 6: ‘I know what I saw’,3,told ago saw remains washington post school witness witnessed know exhumation calivigny episode
304,The Empty Grave of Comrade Bishop,3,powers whereabouts grave bishop seven remains unknown role shaping comrade washington revolutionary series
305,‘The Empty Grave of Comrade Bishop’: Podcast episode guide,3,bodies told grave podcast bishop remains guide comrade grenada know calivigny bishops episode
306,Read Perry Bacon Jr.'s live chat - The Washington Post,3,questions perry readers read bacon submit week jrs washington post live start question politics chat page
307,"Election 2024: The Post’s Political Roundtable with Ashley Parker, Brianna Tucker and Marianne LeVine",3,campaign president tucker sullivan roundtable election brianna political speaker sean tries parker whats posts levine marianne trail trump ashley
308,Republican Maloy wins special House election for Utah’s 2nd District,3,according house district stewart wifes election special 2nd republican utahs wrote maloy wins
309,Utah 2nd District special election results 2023 live updates,3,state district swath 2023 wifes election special utah stepped updates results 2nd live republican whip utahs stewart
310,GOP official’s wife convicted in months-long 2020 voter-fraud scheme,3,according scheme voterfraud wife jeremy monthslong gop county ballots voter iowa kim phuong convicted 2020 taylor officials
311,Democrats accuse X of profiting off misinformation in Israel-Gaza war,3,profiting propaganda terrorist lawmakers democrats letter hamas company media matters misinformation war x accuse israelgaza content
312,The far right toppled McCarthy over spending. What has it gotten them?,3,republicans house pass votes speaker senate gop far johnson spending cuts toppled gotten mccarthy right
313,How the surge in migration to the U.S. might affect 2024,3,migration hispanics population immigration increase counties voters surge affect 2020 border right 2024 hispanic
314,"Iowa evangelical leader Bob Vander Plaats endorses DeSantis, knocks Trump",3,evangelical bob vander knocks plaats desantis gop trumps endorsement iowa leader trump leaders plaatss endorses
315,Many now see Haley as Trump’s top GOP challenger. She faces hurdles ahead.,3,campaign hampshire state challenger haley desantis gop christie faces trumps iowa voters hurdles ahead trump support
316,Dean Phillips supporters launch ads attacking Biden’s electability,3,campaign winning biden president presidential hampshire phillips electability ads launch supporters attacking dean kennedy bidens trump spots
317,Georgia judge orders new bond agreement for Trump co-defendant Harrison Floyd,3,case willis codefendant agreement harrison georgia bond election judge social media trumps floyd trump floyds orders fulton
318,Colorado judge who ruled Trump incited Jan. 6 is latest to blame him,3,blame district president certification judge trumps ruled colorado incited violence capitol trump jan latest
319,I have too many friends. I can’t keep up! Carolyn Hax readers advise.,3,readers advise say touch husband group hax butterflied start social week carolyn thats cant friends
320,Ask Amy: I have a distant relationship with my ‘self-indulgent’ mom,3,marriage ask distant way mother behavior stop im mom parents little help amy relationship selfindulgent
321,Miss Manners: My friend’s husband told me I wear too much makeup,3,told husband makeup sure miss manners b taking send host wear scenario dont response friends
322,"I have chronic fatigue syndrome, and my young daughter is exhausting",3,family cfs syndrome young fatigue child fun daughter chronic morning work win exhausting begin meetings battles
323,Ask Elaine: He worries dealing with trauma will hurt our relationship,3,elaine ask partner trauma worries love needs dealing work therapist help relationship boyfriend hurt healing
324,6 tips for a healthy Thanksgiving: The week in Well+Being,3,read wellbeing thanksgiving going feel week healthy tips kale morning joy turkey workout thanks
325,Lead poisoning from fruit pouches affects more kids. Here’s what to know.,3,heres lead poisoning fruit children puree levels cinnamon eating affects know pouches kids food
326,What a mystery illness in dogs could mean for holiday pet care,3,oregon illness care dog cavanagh holiday mean day disease dont mystery respiratory dogs pet veterinary
327,Why are periods so hush-hush? A film takes on the stigma of menstruation.,3,hushhush cycle takes film thing stigma period world women menstruation tampon month periods talking
328,Why does kale upset my stomach?,3,fiber high does stomach upset insoluble rfos thyroid k kale eating soluble
329,"AI can’t write my books yet, but it still took my author photos",3,books ive images actors face author books3 photos ai write writers thats doing cant used took
330,"New works of fantasy by Kij Johnson, Gene Wolfe and Terry Pratchett",3,works novella fiction fantasy gene pratchett named johnson vellitt world toad johnsons wolfe terry written kij
331,Book review: ‘The Death of a Jaybird’ by Jodi M. Savage,3,savage book writing jaybird review m grandmother essays mothers jodi life death black relationship grandmothers grief
332,The Book of Ayn by Lexi Freiman book review,3,paradox book group lexi canceled review friend younger freiman ayn joke rand anna shes
333,Fiction writers are learning the tricks of true crime,3,crime tricks fiction novel michael truecrime ola podcast true women learning writers josie list
334,These baby turtle eggs were going to be ‘bar snacks.’ Watch the hatchlings return to the sea.,3,watch hatchlings baby sea poachers snacks going return coast costa punta turtle bar eggs ricas turtles local
335,The fridge hack that can slash your food waste,3,perishable slash zhao waste fruits eat fridge items vegetables refrigerator hack food
336,"The many contrasts of oil-rich UAE, host of the global climate talks",3,emissions contrasts adnoc talks oilrich host company climate city energy fossil oil carbon uae global
337,"Oil spill tops 1 million gallons, threatens Gulf of Mexico wildlife",3,taylor wildlife gallons pass coast spill million gulf threatens tops main oil guard pipeline mexico
338,States must target transportation carbon emission cuts under new federal rule,3,transportation rule state emissions highway administration set states cuts emission federal target infrastructure carbon
339,"Thanksgiving snowstorm to blanket Rockies, including Denver",3,west snowstorm wyoming thanksgiving denver plains western snow including rockies blanket inches totals colorado storm
340,Soaking Mid-Atlantic storm brings drought relief,3,region rain soaking drought precipitation midatlantic rainfall brings inches tuesdays totals day average storm relief fell
341,A city-by-city look at where weather could delay Thanksgiving travel,3,night rain look thanksgiving weather highs citybycity travel snow inches storm showers delay
342,"Why it’s so hot in Brazil, where a Taylor Swift concertgoer died",3,rio taylor swift brazil hot climate temperatures died heat dew humidity high degrees concertgoer
343,Americans turn to faxes to reach elected officials about the war,3,officials past turn elected send offices number site week calls reach war fax americans ceasefire faxes
